INQUIRY_ID（询单号）,INQUIRY_TITLE（询单标题）,INQUIRY_STATUS_NAME（询价状态）,PUR_METHOD_NAME（采购方式名称）,QUOTE_START_DATE,TECH_CLAUSE（技术条款）,id（采购商代码）
afd9374bf8f0466d9af27cac9440f21f,原材料库位看板,已结束,公开,2022/04/13 10:58:00,,29218
c21d03f0216246e893cf62df842c7ac0,安居水表铁路局老武东家属区三供一业,已结束,定向,2021/12/22 14:30:00,,12547
b1ad5ff9588811ecb29f005056b12bb8,2021年11月阀门临时计划12.8,已作废,公开,2021/12/09 18:00:00,,3253
5ff26e406c174b10bf26753c2ee39357,润滑油一批.220228.,已结束,定向,2022/02/28 12:00:00,,12974
a0cfac13371e11ecaf97005056b12bb8,德勤计算机维修,已结束,定向,2021/10/27 21:30:00,,42570
458a05ff5f8f4e1d92c4b1378ddf315c,配电项目门开关采购,已结束,公开,2022/06/10 10:40:48,[NULL],21535
fd7ecfb2e4d944f890b7e2026f141449,浮球阀,已结束,定向,2021/12/09 17:00:00,,40349
e126216b038f4f2dafe9c65064819591,三月备件2计划采购询价20220316,已结束,定向,2022/03/16 10:50:00,"1、如有产品停产或型号替代升级的，必须和现场确认后方可报价。
2、报价必须注明交货期限。



",40267
3dbba9d297884a75827dafafca183556,大车减速机（东侧）,已结束,定向,2022/06/07 16:00:00,,44382
7a6f9c3c385c11ecaf97005056b12bb8,11月份计划球团厂报暖气管道,已结束,公开,2021/10/29 17:30:00,,19431
cce74992120b11ecaf97005056b12bb8,20210910 C型钢移动电缆滑车,已结束,公开,2021/09/10 15:54:00,,7552
63d68db3670c4e969b26438ff9a023f6,试验室设备配件,已结束,定向,2022/03/28 12:05:00,保证原厂真品,40150
166a664ae9bc11ebaf97005056b12bb8,拉矫机底座支撑架装配,已结束,定向,2021/07/21 09:00:00,条款名：技术要求及说明；条款内容：按图纸及要求进行制作，满足需方装配及使用要求，质量实行“三包”。<br/>条款名：随机配件；条款内容：无<br/>条款名：产品制造验收标准；条款内容：按图纸验收<br/>条款名：随机资料要求；条款内容：合格证<br/>条款名：安装、服务要求；条款内容：1）在质保期内出现非使用不当引起的故障或零部件损坏（经双方确认）全部由供方负责免费更换或维修。对因产品质量不合格造成的损失全部由供方负责。2）设备运行中出现故障，供方接到通知后24小时内派技术人员到现场解决。3）由供方专业技术人员向需方提供相应的技术支持和质量跟踪。4）需方有权安排本公司人员或委托有资格、有经验的第三方代表参与设备制造过程中的质量验收，同时，需方及其委托人的参检，并不能解除供方对其提供设备的质量责任。5）货物与合同要求相符，如有变动应提前通知需方，得到需方认可后方可送货，未经需方许可擅自送货，则判为不合格产品，作退货处理。<br/>,10856
f55a4d809b9a11ec906d005056b12bb8,焦化厂3月备件采购,已结束,公开,2022/03/09 14:00:00, 执行询单附件内的图纸及说明,12263
eaa2fb54468311ecb29f005056b12bb8,物流运输询价,已结束,公开,2021/11/16 10:25:00,1、投标单位为元/吨，车型及对车辆排放标准的要求请看每条线路具体描述；2、具体发货日期以需方通知为准；3、运输擦伤等运输途损按武汉宝钢包装有限公司年度合同条款执行； 4、承运商必须安排驻厂人员（或者驾驶员）进行监装。,25523
aeb42d276a8541efaf5e85b7008d44a2,液压挡轮返修202111-1,已结束,公开,2021/11/26 10:30:57,,34018
b30c5d4309fc11ecaf97005056b12bb8,KF10202108311927,已结束,公开,2021/09/02 18:30:00,,12263
04e95200544b4fc2a270e0c8f29a074c,冀中股份设备二季度35KV电力监控系统升级改造询价,已结束,公开,2021/06/28 12:00:00,见询单附件,3253
0b4aaf0a6c8911ecb29f005056b12bb8,赤峪煤矿采购粉尘抓捕剂,已结束,定向,2022/01/03 19:45:00,,4401
904a340790794956b876149ffed047a0,轴承盖3项,已结束,定向,2022/03/29 20:58:00,"一、严格按买方提出的规格型号、技术参数及图纸资料生产制作，满足需方使用要求。图纸或技术参数要求等不清楚的，可联系买
方技术人员，确认后方可生产制作。 
二、产品的技术标准执行中华人民共和国国家标准，卖方所供产品须附生产厂家产品质量保证书或产品质量检验报告。
三、加工面涂防锈油，非加工面涂防锈漆。",3562
7b2afbf66fe04c27a60b58a718296f79,定尺剪下刃剪侧垫片,已结束,公开,2022/03/02 14:00:00,按垫片材质尺寸要求加工,16707
fd49edfd1f8711ecaf97005056b12bb8,接近开关,已结束,公开,2021/09/28 19:49:00,所供产品必须是原装正品。,39826
35b2fc23d25e43c18da7d49711331df7,GRD7210拆炉机备件采购,已结束,定向,2022/07/06 16:50:00,[NULL],35935
4f72ecfdff2411ebaf97005056b12bb8,2021.8月重宝五联单-询价单,已结束,公开,2021/08/17 14:30:00,"卖方对质量负责的标准和期限：按照国家标准执行，实行三包，质保期限一年。卖方将承担因提供标的物品质不良给买方所造成的一切损失。
",30572
b53b0d82159a4d39a7f70d9ab21708db,马钢股份整合融合信息化建设项目_工程项目管理共享平台设计、采购(EP)总承包BS21P2020,已结束,定向,2021/09/27 18:30:00,详见技术需求书,35905
1ac424d4d66e11ebaf97005056b12bb8,喷吹投料系统,已结束,定向,2021/06/26 19:03:14,[NULL],44382
6904bd7fa63111eba177005056b12bb8,武汉平煤武钢焦化废水处理业务,已结束,公开,2021/04/26 09:47:51,[NULL],3912
1fe6393c06e611ecaf97005056b12bb8,辅料-热缩管一批,已结束,定向,2021/08/27 11:23:18,[NULL],10326
6f1557d2f34311ebaf97005056b12bb8,线缆询价,已结束,公开,2021/08/02 11:40:51,[NULL],19379
d38a54302bb84e81a8477e5e8537b4b4,8月下旬美孚EP2采购2,已结束,公开,2021/09/09 13:35:00,,35507
cecc24025acf45d3ba2ec53a2c7acdd6,棒线修复,已结束,定向,2022/06/14 11:50:00,,42570
4d10f78d4b7511ecb29f005056b12bb8,棒线对齐辊修复,已结束,定向,2021/11/23 17:39:00,,42570
a5305e8584064935958c0c22e6ed5269,安全带等一批,已结束,定向,2022/04/24 14:18:00,符合国家质量技术标准。出现质量问题必须及时更换或取消供货。,15313
e16e5c8a20d911ecaf97005056b12bb8,空气开关,已结束,定向,2021/09/29 12:01:10,[NULL],8213
fde27c075e0611ecb29f005056b12bb8,膨胀珍珠岩采购,已结束,定向,2021/12/16 12:20:00,乙方送货到甲方现场指导安装调试，所供材料必须要满足甲方技术协议要求。,25136
cfc91eaa7d9811ec906d005056b12bb8,辅助材料-螺母等,已结束,定向,2022/01/25 12:40:00, ,10326
6ff9e22548f1455497d5d2d920ab0c73,5.24裴勇急要螺栓、螺母破切器询价,已结束,公开,2022/05/23 15:54:00,报价满足国标和招标使用要求，注明商品品牌、质保时间、到货时间、上传公司相关资质和询价单上传商务和技术附件,9876
d2f18227c222482e8c2585a4b97ff6d9,精轧机轴承,已结束,定向,2022/05/27 13:37:00,,13643
ba3b0150a36411ec906d005056b12bb8,TCM-WR 水封,已结束,定向,2022/03/14 15:05:00,,17941
01b02815b9f711ec906d005056b12bb8,电工电料4-1,已结束,公开,2022/04/13 14:55:00,,3253
d1f9bbc4ec614071b2af4b4b5c0599fe,链轮,已结束,定向,2022/04/22 15:00:00,,44382
e91638a7dd5711ebaf97005056b12bb8,漂洗槽PH计二次表,已结束,定向,2021/07/05 14:15:00,,17941
98bc2f25340b4586ba5654e9f6453734,宝武重工宝山分公司涟钢1月液压配件采购,已结束,公开,2022/01/14 11:10:00,"一、货物验收：直送买方指定地点进行验收确认。交货同时卖方须将相关单据交予买方，买方依据卖方提供的单据，对货物进行
验收，卖方须保证包装完好、数量齐全，并提供合格证明。如有异议买方将在 15 工作日内通知卖方，卖方应在买方规定期限内
予以解决。技术标准详见双方签订的技术协议约定，标准货物按国家相关规定，符合出厂标准。
二、质保期和质量异议：货物质保期一般为标的物交货并安装调试合格后12个月，在设备质量保证期内，如由于卖方设备而使合
同项目停机时，则保证期应按实际停机时间作相应延长。新更换和修复的设备的保证期为更换完毕买方接受后12个月，特殊情况
由买卖双方视情况协商制定；买方自发现质量异议之日起30 日内以书面形式通知卖方，同时保留异议实物，卖方接到异议通知后10日内须作出正式书面答复，并承诺解决方案和解决时间。
三、保密要求：卖方应按买方的要求保守秘密，未经买方许可不得留存技术资料和复制品，不得将秘密泄漏给第三方，也不得利
用需方秘密为其他单位进行新的研究和开发。",28234
5d9346a0d65111ec906d005056b12bb8,太钢岚矿电动闸阀备件公开询价（2022.04月）,已结束,公开,2022/05/18 10:22:00,详见询标文件及附件，技术联系人邓利军13835129798,36283
c563cdea0ed611ecaf97005056b12bb8,工序-半精车铣加工,已结束,定向,2021/09/06 14:20:00,,10326
568c880a3f4a43798e2280ac52ff210a,2#高炉钻杆,已结束,定向,2022/05/27 09:00:00,,44382
e402f4d08ae711ec906d005056b12bb8,真空泵温控探头0211的询价,已结束,公开,2022/02/11 11:00:00,"1、报价产品需满足询价方的规格、型号、质量等要求。 
2、按照相关质量标准进行质保，质保期内供方免费提供退货、换新、维修等质保服务。 
3、供方有义务对其产品为需方提供售前售后技术服务。 
4、异议处理：出现质量、数量异议，由需方电告供方，如2日内供方对其未有答复，则视为按需方意见处理。",38127
651d0849fcd64c018617a91ba35eff94,武汉飞灰填埋专区三、四库区及剩余配套项目防渗导排系统设施，道路及附属设工程劳务分包,已结束,公开,2021/08/17 17:00:00,,7111
a147b659decd11ebaf97005056b12bb8,东庞洗煤配件1,已结束,公开,2021/07/09 10:00:00,,3253
b2447ef8143511ecaf97005056b12bb8,纤维胶带询价,已结束,公开,2021/09/13 00:00:00,包装要求:每10卷捆扎，纸箱包装，每箱50卷，箱外贴有标签。提供质保:需提供质保书或合格证，必须是正品3M，满足现场要求，不能耽误生产.若中标后不能按要求供货将拉入黑名单！请慎重报价！,42185
0dda3fc6f11411ebaf97005056b12bb8,青岛宝井ZA210700063滚刷头招标,已结束,公开,2021/07/30 17:00:00,"""1、中标单位按合同签订日期交货；
2、运输方式：供方安排，运费供方承担；
3、质量验收标准：按产品质量证明书/合格证验收，需方收到货之后在若货物验收不合格，供方同意无偿退货、或更换货物。需方有权拒收货物并延期支付货款直至货物合格，或解除合同。
4、结算方式：货到验收合格后，供方提供全额增值税专用发票，需方收到发票后一个月之内见单付款。
5、违约责任：若供方未经需方同意终止、解除合同或延迟交货，供方需赔偿需方因此产生的实际损失，该损失需方有权从货款中直接扣除。不可抗力：发生不可抗方应立即通知对方，并在1日内提供不可抗力的详情及将有关证明文件送交对方。发生不可抗力事件时，买卖双方应积极协商并尽一切努力减轻不可抗力产生的后果。如不可抗力事件持续5日时，买卖双方应友好协商并就本合同的继续履行或终止达成一致。货物风险及货物所有权在供方将货物送至需方指定地点后，由供方转移至需方。
6、合同未尽条款：通过双方友好协商解决，如协商不成，则按有关《民法典》规定，通过合同签订地人民法院诉讼解决.
7、该合同经双方签名、盖章后生效。
8、送货地址：山东省青岛市黄岛区江山中路6-1号.""",18648
b16689bbef3b11ebaf97005056b12bb8,2021年7月钢材临时计划7.27,已结束,公开,2021/07/30 16:00:00,,3253
7b902e5a357611ecaf97005056b12bb8,11月正式计划（道压板）,已结束,定向,2021/10/25 18:00:00,,4401
2b9138feb8d94cf490f4dfffc6a36aa0,2110-11球阀等32项,已结束,定向,2022/02/06 12:00:00,"（一）产品使用范围及性能
适用于各种工业阀门；寿命长、易操作，表面平整光滑，没有毛刺和锐棱。
（二）执行标准
按照JB/T 93-2008标准执行。
（三）技术参数及技术资料
1、寿命长、易操作；
2、表面平整光滑，没有毛刺和锐棱；
3、表面应涂漆，加工表面应进行防锈处理；
4、其它性能参数及要求应符合JB/T 93-2008标准。
（四）质量保证及售后服务：上传产品质量及服务承诺书。",1762
cb80dfec323011ecaf97005056b12bb8,手套存放箱，饮料瓶及废手套回收点询价,已结束,定向,2021/10/21 13:36:09,,15538
b9349414722c4cb8a428889d29da9980,加工件询价,已结束,公开,2021/07/20 16:00:00,"技术条款：条款名：质量标准；条款内容：全新原装正品
现场联系人：周俊陵",5178
86d84d87798911ec906d005056b12bb8,碳硫联测仪备件,已作废,定向,2022/01/20 08:45:00,条款名：验收标准；条款内容：<br/>,10856
dbf20c966b20493bb5f3d30be6b47af6,长材事业部（二区）转炉操作台隐患整改及作业环境提升改造工程协力外委,已结束,定向,2021/12/22 17:10:00,,27669
de33c0be1ab949d7b2fdd8bffcbb1aa4,（5.19日通用阀）重庆市九龙万博招标公告,已结束,公开,2022/05/19 20:13:00,"1：旋球阀要求正反压力1:1，执行标准按GB/T12237
GB/T12238，阀体碳钢，密封面要求STL合金，介质为循环水，温度120度以内。
2：闸阀GB/T 12232-2005 通用阀门法兰连接铁制闸阀
3：《通用阀门铁制旋启式止回阀》GB13932-2016 
4：所报阀门必须为国标重型阀门",9876
42dd2478a4554c259b8e1b4ad76dd50a,前轴瓦,已结束,公开,2021/10/19 12:00:00,,40349
102f2a930fac11ecaf97005056b12bb8,橡皮采购,已结束,定向,2021/09/07 16:00:00,,28063
605e9e199cd84c65b24c4caf26266b6b,向濮西路电子汽车衡2维修安装调试,已结束,公开,2022/05/05 08:00:00,"1、本维保项目1-8项所需备件及材料由承揽方负责提供，。
2、备件及材料质量按原厂家设计标准执行，技术性能等按原厂家要求。",33355
24396cdb2d5b11ecaf97005056b12bb8, 21年10月联轴器9项,已结束,定向,2021/10/15 09:56:41,,7021
2784bb5a2bce11ecaf97005056b12bb8,MZ气动布管图,已结束,定向,2021/10/13 14:00:00,"技术条款:技术要求:供应商产品应符合国家有关质量、行业标准及ISO9001质量管理体系要求，满足技术协议及图纸设计规范；符合有关环保法律法规的规定及ISO14001环境体系要求，不能对施工环境造成污染；同时，该货物还应符合OHSAS18001职业健康安全管理体系要求，不能对接触货物的有关人员及竣工后的使用人员的健康造成危害。技术协议及图纸作为本合同附件，与本合同具有同等效力。
",12974
710f9924528011ecb29f005056b12bb8,耐酸碱胶鞋询价1201,已作废,公开,2021/12/01 16:35:00,,37981
f69d656a58a911ecb29f005056b12bb8,玻纤材料比价,已结束,公开,2021/12/10 19:00:00,,3253
52aa43c6f8864ebb81d69ba5f5cb9e07,2022年炼铁总厂高炉、烧结主体设备维保,已结束,定向,2022/03/18 14:05:31,[NULL],23547
857cd03bdf0211ebaf97005056b12bb8,天山钢铁巴州公司灯具发询,已结束,公开,2021/07/12 10:00:00, 1、技术参数必须满足现场需求； 2、签订技术协议前必须与现场沟通； 3、需求单位联系人见清单备注。4整灯质保柒年,15167
34afe56b062711ecaf97005056b12bb8,2108HT08209,已结束,定向,2017/12/06 11:12:00,[NULL],35142
03104af071d811ecb29f005056b12bb8,红岩库备件采购,已结束,定向,2022/01/10 13:43:00,[NULL],35935
b9f6a14e1b7911ecaf97005056b12bb8,工序-半精车,已结束,定向,2021/09/22 16:00:00,,10326
9ecb1c98e8a9450b80ba7e3e3b2745e0,4月份设备备件（空压等）询价采购,已结束,公开,2022/03/25 12:39:00,"1.技术标准及质量要求：所供产品符合产品技术要求，国内产品按各企业标准，国外产品按国标标准以及符合国家安全技术要求及质量标准，质量实行三包。
2.供应商按本公司图纸上的要求进行加工制作，或供应商测绘，按双方会签的图纸加工。
3.标准件要有生产厂家检验合格证。",12387
00d8e7e22e9944319f3754f202137529,西门子PLC处理器,已结束,公开,2022/04/28 09:38:00,,42195
c1abc68378f411ec906d005056b12bb8,一批非标件询价,已结束,公开,2022/01/19 17:00:00,质量技术符合我司要求，质量三包,13591
6bee950e15c811ecaf97005056b12bb8,采购锌锭,已结束,定向,2021/09/15 09:58:00,,6625
6574fac6ea9d11ebaf97005056b12bb8,资材(安全清洁物品)耐油防砸安全鞋（中帮）,已结束,公开,2021/07/22 14:34:00, ,13373
727cf4eb289811ecaf97005056b12bb8,五金备件采购,已结束,公开,2021/10/11 00:00:00,,9814
235531b61f2c11ecaf97005056b12bb8,竞价采购,已结束,定向,2021/09/27 08:44:57,[NULL],27669
5fa6e8ff0f9b44d8aca673af4a82ef5e,SEW电气备件,已结束,定向,2022/05/23 14:00:00,,44382
38c6dd5ad8c04f8cbea6350a79688e7e,表面事业部厂房披屋亮化项目,已结束,定向,2022/04/06 12:00:00,,12974
2b301746d67611ebaf97005056b12bb8,虚拟库化建-73包,已结束,定向,2021/06/26 20:10:00,此次为2021年后半年虚拟库招标,4401
181fbc4e146242cb868fd7bc9e59858b,2022年武钢有限四钢市场200吨钢包滑动水口系统分包保产服务项目,已结束,定向,2022/01/19 10:00:00,"1.分包范围：
1.1材料供货：钢包上下滑板、上下水口、滑板水口接缝胶泥；
1.2供方负责现场使用跟踪及现场技术指导（5人），提供技术支持、培训等服务。；
1.3寿命要求：下水口寿命≥1.3次，上水口寿命≥34次，滑板寿命≥2.6次，滑板水口接缝胶泥满足使用需求。
2.分包工作界面：
2.1分包方负责按照甲方计划、指令提供分包范围内的材料及其他服务，滑板水口及安装、拆卸、更换等工作由甲方自己承担，分包方进行相关操作人员的培训、技术指导。
2.2分包方进入现场的人员、材料在定置、安全、环境卫生、治安消防等方面要服从甲方的统一管理，甲方对分包方不服从管理的行为应依规进行考核。
2.3由于分包方材料及服务质量缺陷招致钢厂对甲方的扣款考核，由分包方承担，甲方可以视质量问题的性质及影响程度决定是否追加考核，对于责任存在争议的质量异议，双方在参考钢厂意见的基础上协商解决，或由具备资质的第三方机构进行检验判定，检验判定费用由责任方承担。详见附件《技术标准》。

	
		
		
		
		
		
		
		
",12387
2ab70d450ea911ecaf97005056b12bb8,机加部备修梅设备-Q-23起重机改造,已结束,定向,2021/09/07 12:30:00,,37821
38b978bd4ed54d35b215e3cdb626629f,不锈钢焊管2022.4.27,已结束,公开,2022/04/27 15:16:00,,7552
623514787dc211ec906d005056b12bb8,圆钢+无缝管+方钢,已结束,公开,2022/01/25 17:57:00,提供材质单，不得有弯曲、锈蚀、变形等情况,18149
77289dea04bc11ecaf97005056b12bb8,微型电振给料机询价函,已结束,公开,2021/08/24 17:27:00,报价必须要提供品牌否则报价无效,10099
a48d6b35c5804b78b2d7c0bd41e936f1,6号高炉热风炉技术改造工程脚手架搭拆劳务,已结束,定向,2021/12/29 09:00:00,"1.工程质量：按总包合同有关质量的约定、国家现行的建筑安装工程施工及验收规范和建筑安装工程质量评定标准，本工作必须达到质量评定 合格 等级。
2.验收标准：　　
劳务分包人应确保所完成施工的质量，应符合本合同约定的质量标准。劳务分包人施工完毕，应向工程承包人提交完工报告，通知工程承包人验收；工程承包人应当在收到劳务分包人的上述报告后7天内对劳务分包人施工成果进行验收，验收合格或者工程承包人在上述期限内未组织验收的，视为劳务分包人已经完成了本合同约定工作。但工程承包人与发包人间的隐蔽工程验收结果或工程竣工验收结果表明劳务分包人施工质量不合格时，劳务分包人应负责无偿修复，不延长工期，并承担由此导致的工程承包人的相关损失。
3.劳务单位需配备现场管理人员，如：施工员、安全员。
",25656
666298f493cb11ec906d005056b12bb8,宝武智维公共成本项目,已结束,定向,2022/02/22 18:37:14,[NULL],45555
33fab732651140b092cb8131a876ef2e,宝钢股份梅山基地废钢3-2招标采购,已结束,公开,2022/03/01 11:50:00,见附件,22766
aeb65680cbcc4aa089aec0dabc69e978,高压胶管总成（一批）,已结束,公开,2021/07/14 12:00:00,,40349
900c989a33124fbba3f1e44a0229a11d,脱泥机滤布采购,已结束,公开,2022/04/19 09:00:00,1、投标报价单位需严格按照要求的产品名称、规格型号、材质、技术参数、数量进行报价。2、技术交流请联系车间秦主任：13513561360。,39826
1b8a6cdb750646e1bd3b535573c9fbb1,尾纤等设备询价,已结束,公开,2022/03/22 16:55:22,[NULL],19379
8abfee12206c4e42a09133ff82e2db7e,齿条尾段等19项,已结束,定向,2021/12/18 10:00:00,按图纸和具体要求制作。,3562
2dd25941a12611ec906d005056b12bb8,资材(钢材)等边角钢,已结束,公开,2022/03/11 16:28:00,见询单附件。,13373
83b3aaeee2d911ebaf97005056b12bb8,插销,已结束,定向,2021/07/12 16:10:00,严格按图纸技术要求执行。,3562
3df5ebc15bf611ecb29f005056b12bb8,轴承类询价12-13-3,已作废,公开,2021/12/13 17:50:00,,37981
cea08422fa4811ebaf97005056b12bb8,高压电机,已作废,定向,2021/08/11 10:15:00,,40975
1c33b748406d11ecaf97005056b12bb8,吹风器滤袋,已作废,公开,2021/11/09 08:03:00,,23225
6bc809850d004e11aefb7a8aa50d73ac,钒铁（50）,已结束,定向,2021/07/27 10:46:00,V 48.0%-55.0%、 Si≤2.5%、  S≤0.050%、 P≤0.10% 、C≤0.60%、Al≤2.0%，粒度：10-50mm≥90.0%，0-10mm≤5.0%， 50-60mm≤5.0%，不得超60mm。,16133
65e4e20bf5b711ebaf97005056b12bb8,全矿相关部位消防专项维保（2）,已结束,公开,2021/08/17 10:00:00,,33355
3d89fb9bf1b911ebaf97005056b12bb8,备件(阀门及附件)电磁阀（钢轧）,已结束,公开,2021/08/01 11:00:00,"1、出卖人供货产品除满足上述质量要求外，应满足与买受人签订《技术附件》规定的要求。2、因出卖人供货产品在质保期出现质量问题等违约给买受人造成损失的，出卖人应当赔偿给买受人造成的损失。3、出卖人供货产品与合同约定不符的,产生的相关费用和生产损失由出卖人承担。4、所供备件满足参数及互换性，相关条款必须响应附件工业品买卖合同文本及图纸要求，售后服务方面免费提供所供备件的现场指导和技术咨询。
",13373
a0d8e85d92734a9a93b17393c51d0255,【2022-07】集电器支架,已结束,定向,2022/04/18 16:43:00,,42195
675c656c588646329d85470bbdc1d838,安全阀询价1227,已结束,公开,2021/12/27 10:30:00,,37981
42e0d0a567794531b2c5d3d2b214dc1e,湛江钢铁炼铁厂焦炉机车无人化综合改造项目L2应用软件配套改造,已结束,定向,2021/08/24 08:00:00,"1、乙方所提供的技术服务需满足技术规格书中的要求，保质保量按时完成。
2、乙方所提交的技术文档资料需符合甲方的要求和规范，并配合甲方完成对最终用户的资料交付和现场服务（所提供服务范围内）。

具体细节在合同技术附件中将加以明确和约定。",35905
c4f169210afe11ecaf97005056b12bb8, 钢城绿化修剪类二次发询,已结束,公开,2021/09/01 16:29:48,,34018
e8f0854a65b44c1787a35ae7bded1310,2号拉丝机送线轮传动销询价-南通分公司,已结束,公开,2022/05/19 09:55:00,,16618
90dabe2e1e7311ecaf97005056b12bb8,长春宝钢询价-347,已结束,公开,2021/09/26 10:42:00,,8109
c960045218ec4ddabfa95a3edd778b67,夹紧缸（一）订货图等,已结束,定向,2022/06/15 12:30:00,,12974
a621f4a1274d11ecaf97005056b12bb8,11月烧结五交化,已作废,公开,2021/10/08 10:25:00,"报价要求:报价备注栏必须填写物料生产厂家或者品牌
",20638
2c6c901151c9458dbd2ece9c450b04ff,5种钻头+立铣刀,已结束,公开,2022/02/23 11:42:00,,18149
d0754a6969f349ecaec37b0699abf0ca,武汉宝钢制罐-江西南昌两片罐公路线路报价,已结束,公开,2022/06/21 10:00:00,"	投标单位为元/柜，不超长不超宽（每垛尺寸为1120*1410mm）,车型及对车辆排放标准的要求请看每条线路具体描述； 	超限超载：报价不得违反国家最新道路运输规定。报价人以合法装载的情况报价，故中标人不得以原报价是以超载核算报价等原因和招标方提出重新谈判价格或者单方面决定终止履行合同，如发生此类事情5年内不得再参与我司报价。如果承运人选择超载运输，法律责任一律由承运人自负。承运商必须安排驻厂人员（或者驾驶员）进行监装。",14680
ebcdeed113624880b4e6d87b47136365,2022年7月份钒铁公开采购,已结束,公开,2022/07/01 08:06:23,,36271
55f820318d7011ec906d005056b12bb8,球面滚子轴承等,已结束,定向,2022/02/14 16:35:00,,17941
2f239ecb057f11ecaf97005056b12bb8,新疆大安备件询价,已结束,公开,2021/08/25 16:35:00,,24335
95f7d12db8f34f1c9685c49604f736bc,酸再生202/302起重设备维修,已结束,定向,2022/05/23 15:00:00,"6.1质量：达到国家标准规范或设计规范。
6.2如发生质量异议，按照甲方要求整改，如果发生重大质量异议（涉及安全环保），立即终止合同，损失由乙方承担。
6.3施工后保证：若施工项目在质保期内出现质量问题，乙方必须按照甲方要求予以更换或维修。     
6.4供应商必须提供相关技术咨询、现场调试、技术指导等施工后服务。",33034
1a0f06d47b2911ec906d005056b12bb8,维修包,已结束,公开,2022/01/28 10:35:00,详见附件。,45390
1e3f75dee24d48f8894697dc2988f351,晋丰煤化工晋城供销分公司滤芯询价单,已结束,公开,2021/09/12 15:00:00,严格按照询单明细要求的规格型号、执行标准、技术参数、材质等要求进行报价。,39826
676016ed7ff711ec906d005056b12bb8,工序-半精车,已结束,定向,2022/01/28 13:20:00,,10326
9f2ff5c045d0439da80e73b7e5b6f5ca,八钢矿业公司敦德软启动器公开询比价。,已结束,公开,2022/02/10 10:51:14,,34018
8a0159518993461eb6f48b827e77a3cc,锚索张拉机具（定点）,已结束,定向,2021/11/23 17:00:00,,40349
b033cafc0e5b4b5285f6f1f00a190c09,30KW背包风机连接法兰2021.10.5,已结束,公开,2021/10/05 16:25:00,,37131
467a302c54c911ecb29f005056b12bb8,刀具钻头询价,已结束,公开,2021/12/04 14:18:00,,34490
3d77e17393ad11ec906d005056b12bb8,材料,已结束,定向,2022/02/22 15:01:21,[NULL],44382
226f69b6eeb911ebaf97005056b12bb8,联想笔记本固资,已结束,定向,2021/07/27 17:00:47,[NULL],19379
964dca4667564afea2076769dfd10928,安居球管东湖新城综合管廊二期给水迁改工程,已结束,定向,2022/04/14 09:30:00,,12547
34eceff5e56c47638554de9285be9dea,叉车备件采购,已结束,定向,2022/03/02 16:45:00,[NULL],35935
cab830b088a611ec906d005056b12bb8,冀中股份东庞矿2月份耗材比价一批,已结束,公开,2022/02/08 17:30:00,,3253
4f72674c65af4afaa15cef2268ad9f6d,工序-半精车,已结束,公开,2022/04/30 09:30:00,,10326
e84cdbd434854ea9925f698516403ad7,武钢物流研发中心信息化备件一批,已结束,公开,2022/01/14 15:00:00,,28852
050dbd392a4f11ecaf97005056b12bb8,2021年10月五金杂品询价单,已结束,公开,2021/10/11 15:00:00,"技术条款:
技术标准、质量标准及质保期
1供方在合同签订前应核实所供产品的型号、规格、生产厂家是否符合合同要求，若所供产品不能满足用户要求，将由供方负全责。
2.供方供应的产品质量应为合格产品，各项技术性能指标必须达到国家标准或国际标准，并提供产品合格证。
3.质保期为收货后的十二个月。
",20713
21c2096457ca11ecb29f005056b12bb8,工控备件  PN21Q2B5086,已结束,定向,2021/12/08 09:57:00,[NULL],44382
68a625456d5c11ecb29f005056b12bb8,采购三角带一批2022010001,已结束,公开,2022/01/05 08:00:00,,39346
c675efa6eda611ebaf97005056b12bb8,起重设备备件,已结束,公开,2021/07/26 08:18:00,,40150
f6a7672336ef43dcb3f30841c54cbe48,5.9韦洪毅电磁阀询价,已作废,公开,2022/05/09 19:21:00,报价满足国标和招标使用要求，注明商品品牌、质保时间、到货时间、上传公司相关资质和询价单上传商务和技术附件,9876
2cd5738c8cee47a8b55ce79ce8df9b67,定氧抢,已作废,公开,2022/05/30 15:41:00,,44182
136bad124d274fde97b3e62a5bc8f549,20211121八钢矿业敦德铁矿磁选机磁辊(上联)公开询价,已结束,公开,2021/11/21 18:09:29,,34018
c9e7b0cbef5047f89f766f0d79acaa00,YX1102,已结束,定向,2021/11/26 17:00:00,见附件,12974
661d95ce86784e4a9b6981d9bc70d785,五金杂项2022/05/10,已结束,定向,2022/05/10 10:34:00,,37981
8831f9a3fb1d11ebaf97005056b12bb8,图尔克询价,已结束,定向,2021/08/12 11:29:42,[NULL],2349
fac89151a02211ec906d005056b12bb8,水泵配件,已结束,定向,2022/03/10 11:40:00,,4401
6168d2260c874b20b47c42d7cca9dcbb,2021年12月中碳锰铁Ⅲ询比价采购,已结束,定向,2021/11/30 15:33:00,化学指标：Mn：75.0%-82.0%、C≤2.0%、P≤0.35%、S≤0.030%、Si≤2.5%；粒度：10mm-50mm部分≥90.0% ，50-60mm部分≤5% ，小于10mm部分≤5%，大于60mm部分为0。,16133
c221bdb1f5794746889d99fb4030de3a,1#CGL粗磨接触辊等修复,已结束,定向,2022/01/25 15:00:00,详见附件修复委托单,40267
