id（企业代码）,区,企业性质（精简）,企业规模,企业性质,国家,省份,区域,法人代表实名认证,所属行业,供应商交付超期风险,供应质量风险,授信回款风险,工商变更信息,法院公告信息,CA办理情况
12814,安徽/宿州市/其他,,微型企业,,CHN,安徽,华东,法人代表已实名认证,其他,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
12815,,,微型企业,,CHN,河北,北方,法人代表未实名认证,建材批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
12854,河南/新乡市/长垣县,制造型用户,超大型企业,制造型,CHN,河南,华中,法人代表未实名认证,其他专用设备制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
12855,山西/长治市/长治,服务型用户,小型企业,服务型,,山西,北方,法人代表未实名认证,其他未列明信息技术服务业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
12859,山西/晋城市/城区,服务型用户,微型企业,服务型,CHN,山西,北方,法人代表未实名认证,其他未列明商务服务业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
12870,,服务型用户,微型企业,服务型,CHN,河北,北方,法人代表未实名认证,烟煤和无烟煤开采洗选,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
12875,安徽/马鞍山市/花山区,,小型企业,,CHN,安徽,华东,法人代表已实名认证,冶金建材,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
12888,,贸易型用户,小型企业,贸易型,CHN,湖北,华中,法人代表未实名认证,其他综合零售,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
12910,上海/上海/浦东新区,贸易型用户,中型企业,产品代理型,CHN,上海,华东,法人代表未实名认证,信息技术,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
12940,山西//,,小型企业,,CHN,山西,,法人代表未实名认证,其他机械设备及电子产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
12942,辽宁/铁岭市/其他,制造型用户,中型企业,制造型,CHN,辽宁,东北,法人代表未实名认证,工程和技术研究和试验发展,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
12950,,贸易型用户,微型企业,产品代理型,CHN,浙江,华东,法人代表未实名认证,信息技术,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
12967,山西/太原市/万柏林区,贸易型用户,小型企业,贸易型,,山西,北方,法人代表未实名认证,机械设备,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,法院公告数低,未办理CA
12971,上海/上海/松江区,制造型用户,小型企业,制造型,CHN,上海,华东,法人代表未实名认证,机械设备,年交付超期率高,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
12974,安徽/马鞍山市/雨山区,制造型用户,超大型企业,制造型,,安徽,华东,法人代表已实名认证,机械设备,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
12977,山西/太原市/小店区,,小型企业,,CHN,山西,北方,法人代表未实名认证,其他日用品零售,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
12997,山西/运城市/绛县,贸易型用户,小型企业,贸易型,CHN,山西,北方,法人代表未实名认证,建材批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
13005,浙江/温州市/龙湾区,制造型用户,微型企业,制造型,CHN,浙江,华东,法人代表已实名认证,机械设备,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
13008,上海/上海/宝山区,,微型企业,,CHN,上海,华东,法人代表未实名认证,其他未列明商务服务业,年交付未超期,无pscs质量异议发生,授信超期风险中,工商变更频次低,无法院公告,未办理CA
13017,河南/南阳市/南召县,,微型企业,,CHN,河南,华中,法人代表未实名认证,其他综合零售,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
13019,云南/昆明市/五华区,服务型用户,小型企业,服务型,,云南,西部,法人代表已实名认证,电子电器,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
13025,河北/邯郸市/其他,制造型用户,超大型企业,制造型,CHN,河北,北方,法人代表未实名认证,橡胶板、管、带制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,未办理CA
13034,,贸易型用户,小型企业,贸易型,CHN,山西,北方,法人代表未实名认证,金属及金属矿批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,已办理CA
13045,江苏/镇江市/扬中市,制造型用户,小型企业,制造型,CHN,江苏,华东,法人代表未实名认证,电气机械和器材制造业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
13054,江苏/常州市/新北区,,微型企业,,CHN,江苏,华东,法人代表未实名认证,再生物资回收与批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
13062,安徽/马鞍山市/雨山区,制造型用户,微型企业,生产加工型,CHN,安徽,华东,法人代表已实名认证,造纸印刷包装,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
13071,上海/上海/嘉定区,贸易型用户,微型企业,贸易型,CHN,上海,华东,法人代表未实名认证,其他化工产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,未办理CA
13089,上海/上海/静安区,,小型企业,,CHN,上海,华东,法人代表未实名认证,金属及金属矿批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
13094,,贸易型用户,微型企业,贸易型,CHN,河北,北方,法人代表未实名认证,五金零售,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
13132,山西/晋城市/城区,,微型企业,,CHN,山西,北方,法人代表已实名认证,建筑工程,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,未办理CA
13137,上海/上海/浦东新区,贸易型用户,小型企业,贸易型,CHN,上海,华东,法人代表未实名认证,其他机械设备及电子产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
13139,,贸易型用户,微型企业,贸易型,CHN,浙江,华东,法人代表未实名认证,五金零售,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,已办理CA
13141,,,微型企业,,CHN,山西,北方,法人代表未实名认证,其他机械设备及电子产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
13164,四川/成都市/成华区,贸易型用户,微型企业,产品代理型,CHN,四川,西部,法人代表已实名认证,橡胶和塑料制品业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
13166,安徽/马鞍山市/雨山区,贸易型用户,小型企业,贸易型,CHN,安徽,华东,法人代表已实名认证,其他合成材料制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
13186,湖北/鄂州市/梁子湖区,,小型企业,,CHN,湖北,华中,法人代表未实名认证,冶金建材,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
13190,,服务型用户,微型企业,服务型,CHN,浙江,华东,法人代表未实名认证,信息系统集成服务,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
13191,江苏/苏州市/张家港市,贸易型用户,小型企业,贸易型,CHN,江苏,华东,法人代表未实名认证,商业贸易,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
13198,河北/邢台市/巨鹿县,,小型企业,,CHN,河北,北方,法人代表已实名认证,机械设备,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
13200,山西/晋城市/其他,,小型企业,,CHN,山西,北方,法人代表已实名认证,机械设备,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
13210,江苏/南京市/其他,贸易型用户,微型企业,产品代理型,CHN,江苏,华东,法人代表已实名认证,机械设备,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
13214,,制造型用户,超大型企业,制造型,CHN,辽宁,东北,法人代表未实名认证,轮胎制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,法院公告数高,未办理CA
13217,重庆/重庆/渝北区,贸易型用户,微型企业,贸易型,CHN,重庆,西部,法人代表未实名认证,其他室内装饰材料零售,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
13220,,制造型用户,超大型企业,制造型,CHN,安徽,华东,法人代表未实名认证,电线、电缆制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
13231,,贸易型用户,微型企业,产品代理型,CHN,湖北,华中,法人代表未实名认证,摩托车及零配件批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
13232,山东/莱芜市/莱城区,贸易型用户,小型企业,贸易型,CHN,山东,,法人代表未实名认证,其他科技推广服务业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
13235,河北/秦皇岛市/其他,制造型用户,中型企业,制造型,CHN,河北,北方,法人代表已实名认证,冶金专用设备制造,年交付超期率高,,授信超期风险低,工商变更频次高,无法院公告,已办理CA
13237,广西/柳州市/柳北区,制造型用户,微型企业,制造型,CHN,广西,南方,法人代表未实名认证,汽车制造业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
13238,安徽/宿州市/其他,服务型用户,微型企业,服务型,CHN,安徽,华东,法人代表已实名认证,电气安装,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
13247,,贸易型用户,小型企业,贸易型,CHN,河南,华中,法人代表未实名认证,其他机械设备及电子产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
13250,,服务型用户,小型企业,服务型,CHN,河北,北方,法人代表未实名认证,其他贸易经纪与代理,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
13258,四川/成都市/金牛区,贸易型用户,小型企业,贸易型,CHN,四川,西部,法人代表未实名认证,建材批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
13265,山东/济南市/钢城区,贸易型用户,小型企业,贸易型,CHN,山东,,法人代表未实名认证,酒、饮料及茶叶批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
13267,上海/上海/宝山区,贸易型用户,微型企业,贸易型,CHN,上海,华东,法人代表未实名认证,建材批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
13273,辽宁/锦州市/太和区,制造型用户,小型企业,生产加工型,CHN,辽宁,东北,法人代表未实名认证,冶金建材,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
13281,湖北/天门市/其他,贸易型用户,小型企业,贸易型,CHN,湖北,华中,法人代表已实名认证,新材料技术推广服务,年交付超期率高,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
13287,上海/上海/嘉定区,,小型企业,,CHN,上海,华东,法人代表已实名认证,仪器仪表,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
13288,江苏/扬州市/江都区,,微型企业,,CHN,江苏,华东,法人代表未实名认证,机械设备,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
13291,,制造型用户,小型企业,生产加工型,CHN,河北,北方,法人代表未实名认证,机械零部件加工,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
13298,重庆/重庆/九龙坡区,,中型企业,,CHN,重庆,西部,法人代表已实名认证,批发和零售业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,法院公告数中,未办理CA
13307,,贸易型用户,微型企业,贸易型,CHN,江苏,华东,法人代表未实名认证,机械设备、五金产品及电子产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
13317,,,微型企业,,CHN,湖北,华中,法人代表未实名认证,信息系统集成服务,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
13318,山东/济南市/莱芜区,,小型企业,,CHN,山东,北方,法人代表未实名认证,商业贸易,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
13332,山西/晋城市/城区,,小型企业,,CHN,山西,北方,法人代表已实名认证,其他,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
13339,安徽/马鞍山市/花山区,贸易型用户,小型企业,贸易型,CHN,安徽,华东,法人代表已实名认证,冶金建材,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
13340,山西/长治市/屯留县,制造型用户,超大型企业,生产加工型,CHN,山西,,法人代表未实名认证,非金属废料和碎屑加工处理,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
13343,河南/焦作市/武陟县,,小型企业,,CHN,河南,华中,法人代表未实名认证,其他传动部件制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
13346,江苏/泰州市/靖江市,制造型用户,小型企业,制造型,CHN,江苏,华东,法人代表未实名认证,采矿、冶金、建筑专用设备制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
13365,江苏/扬州市/宝应县,贸易型用户,小型企业,贸易型,CHN,江苏,华东,法人代表已实名认证,电气机械和器材制造业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,未办理CA
13373,贵州/六盘水市/钟山区,,超大型企业,,CHN,贵州,西部,法人代表未实名认证,冶金建材,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,法院公告数高,未办理CA
13383,河北/衡水市/景县,制造型用户,超大型企业,制造型,CHN,河北,北方,法人代表已实名认证,矿山机械制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,法院公告数低,已办理CA
13394,山西/太原市/尖草坪区,制造型用户,中型企业,制造型,CHN,山西,北方,法人代表未实名认证,其他未列明电气机械及器材制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
13398,河南/焦作市/其他,制造型用户,中型企业,制造型,CHN,河南,华中,法人代表未实名认证,其他未列明通用设备制造业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
13421,,,小型企业,,CHN,安徽,华东,法人代表已实名认证,运输设备,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
13423,,,微型企业,,CHN,山西,北方,法人代表未实名认证,其他机械设备及电子产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
13425,,制造型用户,小型企业,制造型,CHN,吉林,东北,法人代表未实名认证,电工机械专用设备制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
13434,,,微型企业,,CHN,河北,北方,法人代表未实名认证,五金产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,未办理CA
13435,,,微型企业,,CHN,河北,北方,法人代表未实名认证,五金产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
13450,湖北/武汉市/武昌区,贸易型用户,小型企业,贸易型,CHN,湖北,华中,法人代表未实名认证,机械设备,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
13465,,,小型企业,,CHN,江苏,华东,法人代表未实名认证,工程和技术研究和试验发展,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
13487,,服务型用户,超大型企业,服务型,CHN,江苏,华东,法人代表未实名认证,建筑安装业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
13491,,贸易型用户,微型企业,产品代理型,CHN,山西,北方,法人代表未实名认证,五金产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
13506,山西/晋城市/城区,贸易型用户,小型企业,贸易型,CHN,山西,北方,法人代表未实名认证,其他未列明零售业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
13518,,贸易型用户,微型企业,贸易型,CHN,湖北,华中,法人代表未实名认证,其他机械设备及电子产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,未办理CA
13519,江苏/苏州市/常熟市,制造型用户,微型企业,生产加工型,CHN,江苏,华东,法人代表未实名认证,金属制品业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
13530,,制造型用户,中型企业,制造型,,广西,南方,法人代表未实名认证,液压动力机械及元件制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
13532,新疆/乌鲁木齐市/沙依巴克区,贸易型用户,小型企业,贸易型,CHN,新疆,西部,法人代表未实名认证,其他综合零售,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,已办理CA
13536,河北/秦皇岛市/海港区,,超大型企业,,,河北,北方,法人代表未实名认证,其他未列明商务服务业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
13547,山西/运城市/稷山县,,微型企业,,CHN,山西,北方,法人代表已实名认证,冶金建材,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
13555,山西/晋中市/其他,贸易型用户,小型企业,贸易型,CHN,山西,北方,法人代表已实名认证,创业空间服务,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
13565,山东/临沂市/沂水县,贸易型用户,微型企业,贸易型,CHN,山东,北方,法人代表未实名认证,商业贸易,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
13585,湖北/武汉市/?口区,贸易型用户,小型企业,贸易型,CHN,湖北,华中,法人代表未实名认证,其他机械设备及电子产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
13591,,制造型用户,超大型企业,生产加工型,CHN,江西,华中,法人代表未实名认证,黑色金属冶炼和压延加工业,年交付未超期,无pscs质量异议发生,授信超期风险中,工商变更频次高,无法院公告,未办理CA
13597,,,小型企业,,CHN,河北,北方,法人代表未实名认证,其他机械设备及电子产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,未办理CA
13603,,服务型用户,小型企业,服务型,CHN,湖北,华中,法人代表未实名认证,服饰制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
13605,,制造型用户,中型企业,生产加工型,CHN,河北,北方,法人代表未实名认证,泵及真空设备制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
13608,,制造型用户,小型企业,制造型,CHN,河北,北方,法人代表未实名认证,电气设备批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,未办理CA
13611,山东//,,小型企业,,CHN,山东,,法人代表未实名认证,建材批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
13624,北京/北京/昌平区,制造型用户,超大型企业,制造型,,北京,北方,法人代表已实名认证,耐火材料制品制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,法院公告数高,已办理CA
13625,,制造型用户,微型企业,制造型,CHN,浙江,华东,法人代表未实名认证,石油及制品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,已办理CA
13627,江苏/苏州市/张家港市,服务型用户,大型企业,服务型,CHN,江苏,华东,法人代表未实名认证,建筑安装业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
13641,山东/济南市/其他,制造型用户,超大型企业,制造型,CHN,山东,北方,法人代表未实名认证,通用设备制造业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,法院公告数高,已办理CA
13643,,制造型用户,超大型企业,生产加工型,CHN,安徽,华东,法人代表未实名认证,钢压延加工,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
13661,,贸易型用户,中型企业,产品代理型,CHN,广东,南方,法人代表未实名认证,工程和技术研究和试验发展,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,已办理CA
13663,湖北/武汉市/青山区,服务型用户,中型企业,服务型,,湖北,华中,法人代表已实名认证,机械设备,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
13670,重庆/重庆/南岸区,,小型企业,,CHN,重庆,西部,法人代表未实名认证,电气信号设备装置制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
13673,,贸易型用户,微型企业,产品代理型,CHN,山东,北方,法人代表未实名认证,其他家庭用品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
13678,山西/晋城市/晋城经济技术开发区,贸易型用户,小型企业,贸易型,CHN,山西,北方,法人代表未实名认证,零售业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
13680,安徽/马鞍山市/花山区,制造型用户,微型企业,生产加工型,CHN,安徽,华东,法人代表已实名认证,其他未列明电气机械及器材制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,未办理CA
13705,湖北/鄂州市/其他,贸易型用户,小型企业,产品代理型,CHN,湖北,华中,法人代表已实名认证,建材批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
13712,,,微型企业,,CHN,河北,北方,法人代表未实名认证,五金零售,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
13720,湖南/岳阳市/君山区,制造型用户,小型企业,制造型,CHN,湖南,华中,法人代表未实名认证,其他未列明电气机械及器材制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
13734,,,小型企业,,CHN,河北,北方,法人代表未实名认证,其他机械设备及电子产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
13741,上海/上海/奉贤区,贸易型用户,小型企业,贸易型,CHN,上海,华东,法人代表已实名认证,仪器仪表,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
13745,广东//,贸易型用户,微型企业,贸易型,CHN,广东,南方,法人代表未实名认证,商业贸易,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
13767,上海/上海/浦东新区,贸易型用户,微型企业,贸易型,CHN,上海,华东,法人代表未实名认证,其他机械设备及电子产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,未办理CA
13768,,贸易型用户,微型企业,产品代理型,CHN,江苏,华东,法人代表未实名认证,机械设备、五金产品及电子产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
13770,,制造型用户,超大型企业,制造型,CHN,河南,华中,法人代表未实名认证,生产专用起重机制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
13771,,贸易型用户,微型企业,贸易型,CHN,河北,北方,法人代表未实名认证,其他综合零售,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
13779,江苏/苏州市/昆山市,,中型企业,,CHN,江苏,华东,法人代表未实名认证,批发业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
13783,,制造型用户,小型企业,生产加工型,CHN,湖北,华中,法人代表未实名认证,电力电子元器件制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
13798,上海/上海/浦东新区,制造型用户,中型企业,制造型,CHN,上海,华东,法人代表未实名认证,钢压延加工,年交付未超期,无pscs质量异议发生,授信超期风险中,工商变更频次高,无法院公告,未办理CA
13809,河南/洛阳市/涧西区,贸易型用户,微型企业,贸易型,CHN,河南,华中,法人代表已实名认证,商业贸易,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
13810,湖北/武汉市/青山区,制造型用户,小型企业,制造型,CHN,湖北,华中,法人代表未实名认证,其他,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,已办理CA
13852,天津/天津/其他,制造型用户,超大型企业,生产加工型,CHN,天津,北方,法人代表已实名认证,其他有色金属压延加工,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
13853,上海/上海/宝山区,贸易型用户,小型企业,贸易型,CHN,上海,华东,法人代表未实名认证,金属及金属矿批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
13861,河北/衡水市/安平县,制造型用户,小型企业,生产加工型,CHN,河北,北方,法人代表未实名认证,金属丝绳及其制品制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
13868,,制造型用户,中型企业,制造型,CHN,北京,北方,法人代表未实名认证,其他机械设备及电子产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,法院公告数低,已办理CA
13874,河北/邢台市/桥西区,服务型用户,微型企业,服务型,CHN,河北,北方,法人代表已实名认证,冶金建材,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
13880,上海/上海/青浦区,贸易型用户,小型企业,产品代理型,CHN,上海,华东,法人代表未实名认证,通信设备零售,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
13885,安徽/马鞍山市/雨山区,服务型用户,小型企业,服务型,CHN,安徽,华东,法人代表已实名认证,其他未列明专业技术服务业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,已办理CA
13901,,,小型企业,,CHN,辽宁,东北,法人代表未实名认证,五金产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
13902,北京/北京/海淀区,贸易型用户,超大型企业,贸易型,CHN,北京,北方,法人代表未实名认证,金属及金属矿批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,法院公告数高,已办理CA
13923,上海/上海/崇明区,贸易型用户,小型企业,产品代理型,CHN,上海,华东,法人代表未实名认证,机械设备,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,未办理CA
13928,,制造型用户,小型企业,制造型,CHN,河南,华中,法人代表未实名认证,其他未列明制造业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
13931,安徽/马鞍山市/花山区,,微型企业,,CHN,安徽,,法人代表已实名认证,科技推广和应用服务业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,未办理CA
13945,,制造型用户,小型企业,生产加工型,CHN,湖北,华中,法人代表未实名认证,其他机械设备及电子产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
13949,,制造型用户,大型企业,制造型,CHN,河北,北方,法人代表未实名认证,连续搬运设备制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
